1_r1_smiles,1_r2_smiles,1_reaction,2_r1_smiles,2_r2_smiles,2_reaction,compound_set,date,error_message,error_type,hit1,hit2,inchi_key,input_num,num_placed,num_successful,route_uuid,smiles,template,time,to_hippo,total_num_products_enumstereo,total_num_unique_products
O=C(O)c1cccnc1,NC1(c2ccc3c(c2)OCO3)CC1,Amidation,,,,x1140_0A-x2099_0A_417-P,20240927,,,D68EV3CPROA-x1140_0A,D68EV3CPROA-x2099_0A,JBWIJSSLOAXQMF-UHFFFAOYSA-N,346,1419.0,28.0,N5TGSC,O=C(NC1(c2ccc3c(c2)OCO3)CC1)c1cccnc1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1140_0A_apo-desolv.pdb,0132,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/JBWIJSSLOAXQMF-UHFFFAOYSA-N/JBWIJSSLOAXQMF-UHFFFAOYSA-N_N5TGSC_to_hippo.pkl.gz,1419.0,1413.0
O=C(Cl)C1CCC1,CCS(=O)(=O)NCC(=O)N1CCCCC1CN,Amide_Schotten-Baumann_with_amine,,,,x1071_0A-x1083_0A_311-1-R,20240929,,,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1083_0A,SEQWXWWGDDIZGH-UHFFFAOYSA-N,691,36.0,15.0,S6cuLT,CCS(=O)(=O)NCC(=O)N1CCCCC1CNC(=O)C1CCC1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1083_0A_apo-desolv.pdb,1802,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/SEQWXWWGDDIZGH-UHFFFAOYSA-N/SEQWXWWGDDIZGH-UHFFFAOYSA-N_S6cuLT_to_hippo.pkl.gz,36.0,18.0
O=C(Cl)C1CCC1,CCS(=O)(=O)NCC(=O)N1CCCCC1CN,Amide_Schotten-Baumann_with_amine,,,,x1071_0A-x1083_0A_311-1-R,20240929,,,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1083_0A,SEQWXWWGDDIZGH-UHFFFAOYSA-N,691,36.0,13.0,n3k7NB,CCS(=O)(=O)NCC(=O)N1CCCCC1CNC(=O)C1CCC1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1083_0A_apo-desolv.pdb,1802,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/SEQWXWWGDDIZGH-UHFFFAOYSA-N/SEQWXWWGDDIZGH-UHFFFAOYSA-N_n3k7NB_to_hippo.pkl.gz,36.0,18.0
C1CC([C:1](=[O:2])[OH:3])C1,CCS(=O)(=O)NCC(=O)N1CCCCC1CN,Amidation,,,,x1071_0A-x1083_0A_311-1-R,20240929,,,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1083_0A,SEQWXWWGDDIZGH-UHFFFAOYSA-N,691,2218.0,1045.0,MaPfZx,CCS(=O)(=O)NCC(=O)N1CCCCC1CNC(=O)C1CCC1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1083_0A_apo-desolv.pdb,1802,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/SEQWXWWGDDIZGH-UHFFFAOYSA-N/SEQWXWWGDDIZGH-UHFFFAOYSA-N_MaPfZx_to_hippo.pkl.gz,2218.0,598.0
,,,,,,x1083_0A-x2021_0A_362-I,20240925,No routes found for COC(C)(C)CCS(=O)(=O)NC(=O)CCC1CCCNC1.,NoSynthesisRoute,D68EV3CPROA-x1083_0A,D68EV3CPROA-x2021_0A,JDNITKHLZDDVIS-UHFFFAOYSA-N,612,,,,COC(C)(C)CCS(=O)(=O)NC(=O)CCC1CCCNC1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1083_0A_apo-desolv.pdb,2318,,,
,,,,,,x1083_0A-x1071_0A_124-P,20240925,No routes found for O=[N+]([O-])C(C(Cl)=C(Cl)Cl)=C(N1CCCCC1)N1CCCCC1.,NoSynthesisRoute,D68EV3CPROA-x1083_0A,D68EV3CPROA-x1071_0A,LMONVEOEQYURAX-UHFFFAOYSA-N,341,,,,O=[N+]([O-])C(C(Cl)=C(Cl)Cl)=C(N1CCCCC1)N1CCCCC1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1071_0A_apo-desolv.pdb,2056,,,
O=C(O)c1ccc2c(c1)OCO2,Nc1nnc(-c2ccno2)o1,Amidation,,,,x1140_0A-x1052_1A_464-P,20240926,,,D68EV3CPROA-x1140_0A,D68EV3CPROA-x1052_1A,OVRRMWCWMNYUPN-UHFFFAOYSA-N,313,30.0,0.0,y4B2UD,O=C(Nc1nnc(-c2ccno2)o1)c1ccc2c(c1)OCO2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1052_1A_apo-desolv.pdb,0118,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/OVRRMWCWMNYUPN-UHFFFAOYSA-N/OVRRMWCWMNYUPN-UHFFFAOYSA-N_y4B2UD_to_hippo.pkl.gz,30.0,30.0
O=C(O)c1ccc2c(c1)OCO2,CC(C)c1nnc2ccc(N)cn12,Amidation,,,,x1594_0A-x1919_0A_118-P,20240926,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x1919_0A,CCCYAPLBIGCXMB-UHFFFAOYSA-N,168,150.0,0.0,eZcLD6,CC(C)c1nnc2ccc(NC(=O)c3ccc4c(c3)OCO4)cn12,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,0008,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/CCCYAPLBIGCXMB-UHFFFAOYSA-N/CCCYAPLBIGCXMB-UHFFFAOYSA-N_eZcLD6_to_hippo.pkl.gz,150.0,150.0
NCc1nnc2ccccn12,COc1cc(CO)cc2c1OCO2,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,,x1140_0A-x1594_0A_67-P,20240925,,,D68EV3CPROA-x1140_0A,D68EV3CPROA-x1594_0A,DSFSGRNVWZJSNV-UHFFFAOYSA-N,25,376.0,123.0,CDdFFz,COc1cc(CNCc2nnc3ccccn23)cc2c1OCO2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,1907,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/DSFSGRNVWZJSNV-UHFFFAOYSA-N/DSFSGRNVWZJSNV-UHFFFAOYSA-N_CDdFFz_to_hippo.pkl.gz,376.0,230.0
O=C(NCC1CCCNC1)c1cncs1,CS(=O)(=O)NCC(=O)O,Amidation,,,,x1071_0A-x1498_0A_161-I,20240927,,,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1498_0A,SPQOQPQFCICHBE-UHFFFAOYSA-N,504,624.0,234.0,wiUVBX,CS(=O)(=O)NCC(=O)N1CCCC(CNC(=O)c2cncs2)C1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1498_0A_apo-desolv.pdb,1200,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/SPQOQPQFCICHBE-UHFFFAOYSA-N/SPQOQPQFCICHBE-UHFFFAOYSA-N_wiUVBX_to_hippo.pkl.gz,624.0,197.0
,,,,,,x0147_0A-x1083_0A_473-I,20240925,No routes found for O=C(NOC1CCCC1)N1CCC(c2nnc3cnccn23)CC1.,NoSynthesisRoute,D68EV3CPROA-x0147_0A,D68EV3CPROA-x1083_0A,APNQSRWHKODIBI-UHFFFAOYSA-N,651,,,,O=C(NOC1CCCC1)N1CCC(c2nnc3cnccn23)CC1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1083_0A_apo-desolv.pdb,2331,,,
NCc1nnc2ccccn12,CCOC(=O)C(Cc1ccccc1)NS(=O)(=O)c1ccc2c(c1)OCCO2,Ester_amidation,,,,x1594_0A-x2021_0A_283-I,20240926,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x2021_0A,BLXBFYJOMBEZLE-UHFFFAOYSA-N,623,238.0,43.0,be5Dhn,O=C(NCc1nnc2ccccn12)C(Cc1ccccc1)NS(=O)(=O)c1ccc2c(c1)OCCO2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,0036,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/BLXBFYJOMBEZLE-UHFFFAOYSA-N/BLXBFYJOMBEZLE-UHFFFAOYSA-N_be5Dhn_to_hippo.pkl.gz,238.0,76.0
CS(=O)(=O)N(CC(=O)O)c1ccccc1Br,C1CCNCC1,Amidation,,,,x1071_0A-x1083_0A_77-P,20240927,,,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1083_0A,WRRWWXVUIYSPCY-UHFFFAOYSA-N,385,1789.0,51.0,W8sci9,CS(=O)(=O)N(CC(=O)N1CCCCC1)c1ccccc1Br,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1083_0A_apo-desolv.pdb,1211,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/WRRWWXVUIYSPCY-UHFFFAOYSA-N/WRRWWXVUIYSPCY-UHFFFAOYSA-N_W8sci9_to_hippo.pkl.gz,1789.0,663.0
O=C(O)c1ccc2c(c1)OCO2,CC(C)C(N)c1nnc2ccccn12,Amidation,,,,x1594_0A-x1140_0A_161-P,20240925,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x1140_0A,TXFMLAHGDGYIBB-UHFFFAOYSA-N,15,60.0,33.0,dGuERh,CC(C)C(NC(=O)c1ccc2c(c1)OCO2)c1nnc2ccccn12,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,1820,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/TXFMLAHGDGYIBB-UHFFFAOYSA-N/TXFMLAHGDGYIBB-UHFFFAOYSA-N_dGuERh_to_hippo.pkl.gz,60.0,30.0
c1cc2c(cc1C1CO1)OCO2,OC(CNCCc1nnc2ccccn12)c1ccc2c(c1)OCO2,Epoxide_+_amine_coupling,,,,x1594_0A-x2021_0A_86-P,20240925,Scaffold was not found in the scaffold names of the HIPPO output at /opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/WXKPJYMZBOBKQH-UHFFFAOYSA-N/WXKPJYMZBOBKQH-UHFFFAOYSA-N_fyWPtD_to_hippo.pkl.gz.Most likely due to an incorrectly written SMIRKS.,NoScaffold,D68EV3CPROA-x1594_0A,D68EV3CPROA-x2021_0A,WXKPJYMZBOBKQH-UHFFFAOYSA-N,64,3.0,1.0,fyWPtD,OCC(c1ccc2c(c1)OCO2)N(CCc1nnc2ccccn12)CC(O)c1ccc2c(c1)OCO2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x2021_0A_apo-desolv.pdb,1840,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/WXKPJYMZBOBKQH-UHFFFAOYSA-N/WXKPJYMZBOBKQH-UHFFFAOYSA-N_fyWPtD_to_hippo.pkl.gz,3.0,1.0
O=C(NCc1ccc2c(c1)OCO2)C1CCCNC1,Clc1nnc2ccccn12,N-nucleophilic_aromatic_substitution,,,,x1594_0A-x1140_0A_143-P,20240925,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x1140_0A,YXQIWQPIQASTDU-UHFFFAOYSA-N,22,72.0,27.0,irzALn,O=C(NCc1ccc2c(c1)OCO2)C1CCCN(c2nnc3ccccn23)C1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,1820,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/YXQIWQPIQASTDU-UHFFFAOYSA-N/YXQIWQPIQASTDU-UHFFFAOYSA-N_irzALn_to_hippo.pkl.gz,72.0,36.0
Clc1noc(-c2ccc3c(c2)OCO3)n1,CCc1nnc2ccc(B(O)O)cn12,Sp2-sp2_Suzuki_coupling,,,,x1594_0A-x1140_0A_115-P,20240925,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x1140_0A,BXIKRALWBKXIQF-UHFFFAOYSA-N,34,1.0,0.0,Bjpfw3,CCc1nnc2ccc(-c3noc(-c4ccc5c(c4)OCO5)n3)cn12,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,1827,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/BXIKRALWBKXIQF-UHFFFAOYSA-N/BXIKRALWBKXIQF-UHFFFAOYSA-N_Bjpfw3_to_hippo.pkl.gz,1.0,1.0
O=C(O)CCF,NCC1CCN1C(=O)c1cccn2cnnc12,Amidation,,,,x1594_0A-x1919_0A_392-I,20240927,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x1919_0A,SCWRGBXJHRLWSL-UHFFFAOYSA-N,520,1924.0,214.0,b26s5c,O=C(CCF)NCC1CCN1C(=O)c1cccn2cnnc12,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1919_0A_apo-desolv.pdb,0223,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/SCWRGBXJHRLWSL-UHFFFAOYSA-N/SCWRGBXJHRLWSL-UHFFFAOYSA-N_b26s5c_to_hippo.pkl.gz,1924.0,454.0
N#CCNc1ccc2c(c1)OCCO2,Cc1nnc2ccc(S(=O)(=O)F)cn12,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,,x1594_0A-x2021_0A_282-I,20240926,ChemicalParserException: initMatchers() must be called before runReactants(),ValueError,D68EV3CPROA-x1594_0A,D68EV3CPROA-x2021_0A,GSICPJAYQVYRSB-UHFFFAOYSA-N,625,,,R28vqm,Cc1nnc2ccc(S(=O)(=O)N(CC#N)c3ccc4c(c3)OCCO4)cn12,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,0029,,,
c1cc2c(cc1C1CCCN1)OCCCO2,O=C(O)CSc1nnc2ccccn12,Amidation,,,,x1594_0A-x2021_0A_321-I,20240926,,,D68EV3CPROA-x1594_0A,D68EV3CPROA-x2021_0A,AZYQYZZMZYIBIT-UHFFFAOYSA-N,466,16.0,5.0,QSzVgM,O=C(CSc1nnc2ccccn12)N1CCCC1c1ccc2c(c1)OCCCO2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,0018,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/AZYQYZZMZYIBIT-UHFFFAOYSA-N/AZYQYZZMZYIBIT-UHFFFAOYSA-N_QSzVgM_to_hippo.pkl.gz,16.0,7.0
c1cc2c(cc1C1CCCN1)OCO2,CN(C)S(=O)(=O)c1ccc(Cl)nc1,N-nucleophilic_aromatic_substitution,,,,x1498_0A-x1919_0A_214-P,20240926,,,D68EV3CPROA-x1498_0A,D68EV3CPROA-x1919_0A,HWUWIPPDKQARHD-UHFFFAOYSA-N,292,152.0,2.0,s4GBE7,CN(C)S(=O)(=O)c1ccc(N2CCCC2c2ccc3c(c2)OCO3)nc1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1498_0A_apo-desolv.pdb,0121,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/HWUWIPPDKQARHD-UHFFFAOYSA-N/HWUWIPPDKQARHD-UHFFFAOYSA-N_s4GBE7_to_hippo.pkl.gz,152.0,76.0
O=S(=O)(Cl)c1ccc2c(c1)OCO2,Nc1nnc2ccc(Cl)cn12,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,,x1594_0A-x2021_0A_138-P,20240925,ChemicalParserException: initMatchers() must be called before runReactants(),ValueError,D68EV3CPROA-x1594_0A,D68EV3CPROA-x2021_0A,SQKFRSQZGBZBNY-UHFFFAOYSA-N,165,,,w799gF,O=S(=O)(Nc1nnc2ccc(Cl)cn12)c1ccc2c(c1)OCO2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,1929,,,
O=C(O)C=Cc1ccc2c(c1)OCO2,NCc1nnc2c(O)nccn12,Amidation,,,,x0147_0A-x2021_0A_22-P,20240925,,,D68EV3CPROA-x0147_0A,D68EV3CPROA-x2021_0A,IQZWTJCFESERKL-UHFFFAOYSA-N,136,60.0,2.0,YDiABC,O=C(C=Cc1ccc2c(c1)OCO2)NCc1nnc2c(O)nccn12,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x2021_0A_apo-desolv.pdb,1921,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/IQZWTJCFESERKL-UHFFFAOYSA-N/IQZWTJCFESERKL-UHFFFAOYSA-N_YDiABC_to_hippo.pkl.gz,60.0,48.0
NCC(=O)N1C2CCC1CN(C(=O)CC1CCC1)C2,CS(=O)(=O)Cl,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,,x1071_0A-x1083_0A_470-I,20240927,ChemicalParserException: initMatchers() must be called before runReactants(),ValueError,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1083_0A,IUMXXTPNHJYSPR-UHFFFAOYSA-N,589,,,MxsJdp,CS(=O)(=O)NCC(=O)N1C2CCC1CN(C(=O)CC1CCC1)C2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1083_0A_apo-desolv.pdb,0554,,,
NCC(=O)N1C2CCC1CN(C(=O)CC1CCC1)C2,CS(=O)(=O)Cl,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,,x1071_0A-x1083_0A_470-I,20240927,ChemicalParserException: initMatchers() must be called before runReactants(),ValueError,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1083_0A,IUMXXTPNHJYSPR-UHFFFAOYSA-N,589,,,KdezBe,CS(=O)(=O)NCC(=O)N1C2CCC1CN(C(=O)CC1CCC1)C2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1083_0A_apo-desolv.pdb,0554,,,
O[CH:1]=[O:2],NCC(=O)N1C2CCC1CN(C(=O)CC1CCC1)C2,Amidation,,,,x1071_0A-x1083_0A_470-I,20240927,Scaffold was not found in the scaffold names of the HIPPO output at /opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/IUMXXTPNHJYSPR-UHFFFAOYSA-N/IUMXXTPNHJYSPR-UHFFFAOYSA-N_mpJ72y_to_hippo.pkl.gz.Most likely due to an incorrectly written SMIRKS.,NoScaffold,D68EV3CPROA-x1071_0A,D68EV3CPROA-x1083_0A,IUMXXTPNHJYSPR-UHFFFAOYSA-N,589,2808.0,648.0,mpJ72y,CS(=O)(=O)NCC(=O)N1C2CCC1CN(C(=O)CC1CCC1)C2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1083_0A_apo-desolv.pdb,0554,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/IUMXXTPNHJYSPR-UHFFFAOYSA-N/IUMXXTPNHJYSPR-UHFFFAOYSA-N_mpJ72y_to_hippo.pkl.gz,2808.0,654.0
OCCCNCc1cccnc1,OCC=Cc1ccc2c(c1)OCO2,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,,,,x1140_0A-x2099_0A_483-P,20240927,,,D68EV3CPROA-x1140_0A,D68EV3CPROA-x2099_0A,CMFGYUXHMUYNIA-UHFFFAOYSA-N,200,452.0,68.0,dtHhVA,OCCCN(CC=Cc1ccc2c(c1)OCO2)Cc1cccnc1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x2099_0A_apo-desolv.pdb,0132,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/CMFGYUXHMUYNIA-UHFFFAOYSA-N/CMFGYUXHMUYNIA-UHFFFAOYSA-N_dtHhVA_to_hippo.pkl.gz,452.0,131.0
O=C(O)CSc1nnc2ccccn12,CC(=O)c1cc2c(cc1N)OCO2,Amidation,,,,x1140_0A-x1594_0A_50-P,20240925,,,D68EV3CPROA-x1140_0A,D68EV3CPROA-x1594_0A,YFQDGGRSIXZVKQ-UHFFFAOYSA-N,38,7.0,6.0,eQvdib,CC(=O)c1cc2c(cc1NC(=O)CSc1nnc3ccccn13)OCO2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,1827,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/YFQDGGRSIXZVKQ-UHFFFAOYSA-N/YFQDGGRSIXZVKQ-UHFFFAOYSA-N_eQvdib_to_hippo.pkl.gz,7.0,6.0
Nc1ccc2c(c1)OCO2,NCCn1ccc(-c2ccncc2)n1,Formation_of_urea_from_two_amines,,,,x1498_0A-x2021_0A_487-P,20240926,,,D68EV3CPROA-x1498_0A,D68EV3CPROA-x2021_0A,PTTVVFSRZVLLIE-UHFFFAOYSA-N,302,956.0,334.0,dUkCoY,O=C(NCCn1ccc(-c2ccncc2)n1)Nc1ccc2c(c1)OCO2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1498_0A_apo-desolv.pdb,0214,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/PTTVVFSRZVLLIE-UHFFFAOYSA-N/PTTVVFSRZVLLIE-UHFFFAOYSA-N_dUkCoY_to_hippo.pkl.gz,956.0,731.0
NCC1CC(NC(=O)CCc2ccccc2)C1,CC(C)C=O,Reductive_amination,,,,x1020_0A-x0130_0A_302-I,20240927,,,D68EV3CPROA-x1020_0A,D68EV3CPROA-x0130_0A,LFTZZLMTOSVXHO-UHFFFAOYSA-N,672,8674.0,0.0,ty2Xe3,CC(C)CNCC1CC(NC(=O)CCc2ccccc2)C1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x0130_0A_apo-desolv.pdb,0624,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/LFTZZLMTOSVXHO-UHFFFAOYSA-N/LFTZZLMTOSVXHO-UHFFFAOYSA-N_ty2Xe3_to_hippo.pkl.gz,8674.0,2588.0
O=C(O)C=Cc1ccc2c(c1)OCO2,Nc1ccc(Cl)cn1,Amidation,,,,x1498_0A-x1140_0A_391-P,20240930,,,D68EV3CPROA-x1498_0A,D68EV3CPROA-x1140_0A,DSFGQBOPYHSKKO-UHFFFAOYSA-N,384,3359.0,172.0,idg2jU,O=C(C=Cc1ccc2c(c1)OCO2)Nc1ccc(Cl)cn1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1498_0A_apo-desolv.pdb,0225,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/DSFGQBOPYHSKKO-UHFFFAOYSA-N/DSFGQBOPYHSKKO-UHFFFAOYSA-N_idg2jU_to_hippo.pkl.gz,3359.0,2645.0
NCc1cccnc1N1CCOCC1,COCCN(C)S(=O)(=O)Cl,Sulfonamide_Schotten-Baumann_with_amine_(intermolecular),,,,x1498_0A-x2021_0A_30-P,20240927,ChemicalParserException: initMatchers() must be called before runReactants(),ValueError,D68EV3CPROA-x1498_0A,D68EV3CPROA-x2021_0A,YQBPXSVHYPFAMD-UHFFFAOYSA-N,142,,,q4hWLr,COCCN(C)S(=O)(=O)NCc1cccnc1N1CCOCC1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1498_0A_apo-desolv.pdb,0100,,,
O=C(O)CSc1nnc2ccccn12,NCc1ccc2c(c1)OCO2,Amidation,,,,x1140_0A-x1594_0A_64-P,20240927,,,D68EV3CPROA-x1140_0A,D68EV3CPROA-x1594_0A,XBLUSICUNLTVHV-UHFFFAOYSA-N,156,2838.0,501.0,RRJ4Wf,O=C(CSc1nnc2ccccn12)NCc1ccc2c(c1)OCO2,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1594_0A_apo-desolv.pdb,0118,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/XBLUSICUNLTVHV-UHFFFAOYSA-N/XBLUSICUNLTVHV-UHFFFAOYSA-N_RRJ4Wf_to_hippo.pkl.gz,2838.0,1435.0
COC(=O)c1cc(CN2CCCCC2)on1,CC(C)(O)CCN,Ester_amidation,,,,x1052_1A-x1083_0A_179-P,20240929,,,D68EV3CPROA-x1052_1A,D68EV3CPROA-x1083_0A,ZTYASFVHCJRIDQ-UHFFFAOYSA-N,239,2078.0,0.0,qzimTg,CC(C)(O)CCNC(=O)c1cc(CN2CCCCC2)on1,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x1052_1A_apo-desolv.pdb,0534,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/ZTYASFVHCJRIDQ-UHFFFAOYSA-N/ZTYASFVHCJRIDQ-UHFFFAOYSA-N_qzimTg_to_hippo.pkl.gz,2078.0,986.0
O=Cc1ccc2c(c1)OCO2,Cc1nnc2c(N)nccn12,Reductive_amination,,,,x0147_0A-x1140_0A_27-P,20240925,,,D68EV3CPROA-x0147_0A,D68EV3CPROA-x1140_0A,ZKYNZXJFCAFUFD-UHFFFAOYSA-N,10,8000.0,1054.0,oxGeex,Cc1nnc2c(NCc3ccc4c(c3)OCO4)nccn12,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-syndirella-run/fragments/templates/D68EV3CPROA-x0147_0A_apo-desolv.pdb,1933,/opt/xchem-fragalysis-2/kfieseler/EV-D68-3C-PROA-run2/ZKYNZXJFCAFUFD-UHFFFAOYSA-N/ZKYNZXJFCAFUFD-UHFFFAOYSA-N_oxGeex_to_hippo.pkl.gz,8000.0,3747.0
